micRMS,lux,tMid,dT_tb,DOproxy,tds_mV,irObj,irAmb,airT,airRH,pressure_hPa,pump,manual_override,label
0.0,159.1,26.12,0.06,8.01,434.0,25.99,25.03,25.1,56.0,1004.6,0.0,0.0,calm
0.0,159.3,26.06,0.06,8.02,424.0,25.97,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.3,26.12,0.13,8.01,425.0,25.97,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.3,26.06,0.13,8.02,434.0,25.91,25.01,25.0,56.0,1004.6,0.0,0.0,calm
90.62,159.1,26.06,0.06,8.02,417.0,25.91,25.03,25.1,56.0,1004.7,0.0,0.0,other
0.0,159.1,26.06,0.06,8.02,425.0,25.85,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,425.0,25.93,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.12,0.13,8.01,423.0,25.91,25.03,25.0,56.0,1004.5,0.0,0.0,calm
0.0,159.1,26.12,0.13,8.01,437.0,25.99,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.0,26.06,0.13,8.02,436.0,25.99,25.01,25.0,56.0,1004.5,0.0,0.0,calm
0.0,159.0,26.06,0.06,8.02,423.0,25.99,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.0,26.12,0.06,8.01,425.0,25.97,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,158.9,26.12,0.06,8.01,420.0,25.97,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.0,26.12,0.06,8.01,419.0,25.93,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.0,26.06,0.13,8.02,430.0,25.91,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,432.0,25.93,25.01,25.0,56.0,1004.7,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,428.0,25.93,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.12,0.06,8.01,433.0,25.93,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.0,26.12,0.06,8.01,437.0,25.87,25.01,25.0,56.0,1004.5,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,420.0,25.91,25.03,25.1,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,411.0,25.97,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,411.0,25.99,25.05,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.0,26.06,0.06,8.02,430.0,25.97,24.99,25.1,56.0,1004.5,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,431.0,25.87,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,436.0,25.93,25.03,25.1,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.0,8.02,444.0,25.93,24.99,25.1,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,420.0,25.97,25.01,25.1,56.0,1004.7,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,430.0,25.93,25.01,25.1,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,439.0,25.87,25.01,25.1,56.0,1004.6,0.0,0.0,calm
0.0,159.0,26.12,0.06,8.01,430.0,25.99,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.0,26.06,0.06,8.02,431.0,25.93,25.01,25.1,56.0,1004.6,0.0,0.0,calm
90.52,159.3,26.06,0.06,8.02,435.0,25.93,25.01,25.1,56.0,1004.7,0.0,0.0,other
0.0,159.0,26.06,0.06,8.02,431.0,25.97,25.01,25.1,56.0,1004.5,0.0,0.0,calm
0.0,159.3,26.06,0.06,8.02,430.0,25.97,25.01,25.1,56.0,1004.6,0.0,0.0,calm
0.0,159.4,26.12,0.06,8.01,446.0,25.99,25.03,25.1,56.0,1004.6,0.0,0.0,calm
0.0,159.4,26.12,0.06,8.01,410.0,25.97,25.03,25.1,56.0,1004.6,0.0,0.0,calm
0.0,159.5,26.06,0.06,8.02,436.0,25.93,24.99,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.4,26.06,0.06,8.02,446.0,25.93,25.03,25.1,56.0,1004.6,0.0,0.0,calm
0.0,159.5,26.12,0.06,8.01,432.0,25.85,24.99,25.1,56.0,1004.5,0.0,0.0,calm
0.0,159.3,26.06,0.06,8.02,433.0,25.91,25.01,25.1,56.0,1004.6,0.0,0.0,calm
90.58,159.1,26.06,0.13,8.02,432.0,25.93,25.03,25.1,56.0,1004.5,0.0,0.0,other
0.0,159.0,26.06,0.06,8.02,424.0,25.99,25.03,25.1,56.0,1004.5,0.0,0.0,calm
0.0,159.2,26.06,0.06,8.02,432.0,25.97,25.01,25.0,56.0,1004.5,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,419.0,25.99,25.03,25.1,56.0,1004.6,0.0,0.0,calm
0.0,159.0,26.06,0.06,8.02,415.0,25.97,25.01,25.1,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,420.0,25.97,25.01,25.1,56.0,1004.5,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,434.0,25.93,25.03,25.0,56.0,1004.5,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,419.0,25.99,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.2,26.06,0.06,8.02,416.0,25.99,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.0,26.06,0.06,8.02,437.0,25.99,25.01,25.0,56.0,1004.5,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,399.0,25.99,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.2,26.06,0.06,8.02,424.0,25.97,25.05,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.3,26.06,0.06,8.02,425.0,25.85,25.03,25.0,55.0,1004.6,0.0,0.0,calm
90.63,159.3,26.06,0.06,8.02,419.0,25.91,25.01,25.0,55.0,1004.6,0.0,0.0,other
0.0,159.3,26.06,0.06,8.02,434.0,25.91,25.03,25.0,55.0,1004.5,0.0,0.0,calm
0.0,159.4,26.06,0.06,8.02,434.0,25.93,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.2,26.06,0.06,8.02,437.0,25.87,25.01,25.0,56.0,1004.5,0.0,0.0,calm
0.0,159.1,26.06,0.13,8.02,424.0,25.97,25.01,25.0,56.0,1004.5,0.0,0.0,calm
0.0,159.2,26.06,0.06,8.02,432.0,25.93,25.03,25.0,56.0,1004.5,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,436.0,25.99,25.03,25.1,56.0,1004.6,0.0,0.0,calm
0.0,159.3,26.06,0.06,8.02,434.0,25.97,25.03,25.1,56.0,1004.7,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,415.0,25.85,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.2,26.06,0.06,8.02,430.0,25.97,25.01,25.0,56.0,1004.7,0.0,0.0,calm
0.0,159.2,26.06,0.06,8.02,430.0,25.97,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,420.0,25.97,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.0,26.06,0.06,8.02,444.0,25.97,25.05,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.3,26.06,0.06,8.02,432.0,25.97,25.03,25.1,56.0,1004.6,0.0,0.0,calm
0.0,159.0,26.06,0.06,8.02,421.0,25.99,25.03,25.1,56.0,1004.6,0.0,0.0,calm
0.0,159.2,26.06,0.06,8.02,432.0,25.99,25.05,25.1,56.0,1004.6,0.0,0.0,calm
0.0,159.2,26.06,0.06,8.02,425.0,25.85,25.01,25.0,56.0,1004.5,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,437.0,25.85,25.03,25.1,56.0,1004.5,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,431.0,25.85,25.01,25.1,56.0,1004.6,0.0,0.0,calm
0.0,159.2,26.06,0.06,8.02,431.0,25.87,24.99,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.3,26.06,0.06,8.02,426.0,25.93,25.01,25.1,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,434.0,25.91,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,420.0,25.93,24.99,25.1,56.0,1004.6,0.0,0.0,calm
0.0,159.4,26.06,0.06,8.02,436.0,25.97,25.01,25.1,57.0,1004.7,0.0,0.0,calm
90.61,159.4,26.06,0.06,8.02,426.0,25.93,25.01,25.0,57.0,1004.6,0.0,0.0,other
0.0,159.3,26.06,0.06,8.02,431.0,25.97,25.05,25.0,57.0,1004.6,0.0,0.0,calm
0.0,159.4,26.06,0.06,8.02,424.0,25.93,25.01,25.0,57.0,1004.6,0.0,0.0,calm
0.0,159.0,26.06,0.06,8.02,425.0,25.93,24.99,25.0,56.0,1004.7,0.0,0.0,calm
0.0,159.0,26.06,0.06,8.02,434.0,25.99,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,433.0,25.97,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.13,8.02,420.0,25.99,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.0,26.06,0.06,8.02,421.0,25.99,25.01,25.1,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,421.0,25.93,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.0,26.06,0.06,8.02,425.0,25.93,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,158.9,26.06,0.06,8.02,436.0,25.91,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,158.9,26.06,0.06,8.02,423.0,25.99,24.97,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.0,26.06,0.06,8.02,417.0,25.99,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,158.9,26.06,0.06,8.02,416.0,25.97,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.3,26.06,0.06,8.02,436.0,25.99,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.2,26.06,0.06,8.02,420.0,25.99,25.01,25.0,56.0,1004.5,0.0,0.0,calm
0.0,159.3,26.06,0.13,8.02,420.0,25.99,25.01,25.0,56.0,1004.7,0.0,0.0,calm
0.0,159.3,26.06,0.06,8.02,424.0,25.97,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.0,26.06,0.06,8.02,431.0,25.99,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,418.0,25.93,25.03,25.0,56.0,1004.5,0.0,0.0,calm
128.07,159.0,26.06,0.06,8.02,434.0,25.93,25.01,25.0,56.0,1004.6,0.0,0.0,other
0.0,159.0,26.06,0.06,8.02,409.0,25.97,25.05,25.0,56.0,1004.7,0.0,0.0,calm
0.0,158.9,26.06,0.06,8.02,419.0,25.99,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.2,26.06,0.13,8.02,420.0,25.99,25.05,25.0,56.0,1004.7,0.0,0.0,calm
0.0,159.3,26.06,0.13,8.02,417.0,25.97,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.4,26.06,0.06,8.02,431.0,25.93,25.03,25.0,56.0,1004.7,0.0,0.0,calm
90.6,159.1,26.06,0.06,8.02,437.0,25.93,25.01,25.0,56.0,1004.7,0.0,0.0,other
0.0,159.1,26.06,0.06,8.02,419.0,25.93,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.0,26.06,0.06,8.02,411.0,25.97,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,425.0,25.97,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,424.0,25.99,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,421.0,25.91,25.05,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.0,26.06,0.06,8.02,431.0,25.87,25.05,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.13,8.02,431.0,25.87,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.3,26.06,0.13,8.02,420.0,25.87,25.05,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.3,26.06,0.06,8.02,425.0,25.87,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.4,26.06,0.06,8.02,436.0,25.91,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,424.0,25.97,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.0,26.06,0.06,8.02,424.0,25.87,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.13,8.02,424.0,25.99,25.05,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.2,26.06,0.06,8.02,433.0,25.91,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.0,8.02,439.0,25.93,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,425.0,25.99,24.99,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.0,0.06,8.03,431.0,25.97,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.2,26.06,0.13,8.02,436.0,25.93,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.0,26.06,0.06,8.02,431.0,25.91,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.2,26.06,0.06,8.02,420.0,25.99,25.01,25.0,56.0,1004.5,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,424.0,25.97,25.03,25.0,55.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,450.0,25.97,25.03,25.0,55.0,1004.7,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,447.0,25.91,25.03,25.0,55.0,1004.5,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,426.0,25.97,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.3,26.06,0.06,8.02,404.0,25.85,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.3,26.06,0.06,8.02,447.0,25.87,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.2,26.06,0.06,8.02,425.0,25.97,24.99,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,425.0,25.91,24.99,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,430.0,25.91,25.03,25.0,56.0,1004.6,0.0,0.0,calm
6.5,159.1,26.06,0.06,8.02,420.0,25.87,25.01,25.0,56.0,1004.5,0.0,0.0,calm
0.0,159.4,26.06,0.06,8.02,419.0,25.87,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.4,26.06,0.06,8.02,409.0,25.87,25.01,25.0,56.0,1004.5,0.0,0.0,calm
0.0,159.2,26.06,0.06,8.02,449.0,25.93,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.0,26.06,0.06,8.02,430.0,25.93,25.01,25.0,56.0,1004.6,0.0,0.0,calm
90.66,159.2,26.06,0.06,8.02,434.0,25.93,25.03,25.0,56.0,1004.6,0.0,0.0,other
0.0,159.1,26.06,0.06,8.02,421.0,25.91,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.0,26.06,0.06,8.02,431.0,25.93,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.2,26.0,0.06,8.03,432.0,25.93,25.03,25.0,56.0,1004.7,0.0,0.0,calm
0.0,159.0,26.06,0.06,8.02,417.0,25.87,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,424.0,25.81,24.97,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.0,26.0,0.06,8.03,421.0,25.79,24.99,25.0,56.0,1004.5,0.0,0.0,calm
0.0,159.3,26.0,0.06,8.03,431.0,25.97,24.99,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.3,26.06,0.06,8.02,430.0,25.93,24.99,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.2,26.06,0.06,8.02,415.0,25.93,24.99,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.3,26.06,0.06,8.02,421.0,25.93,25.01,25.0,56.0,1004.7,0.0,0.0,calm
0.0,159.4,26.06,0.13,8.02,420.0,25.93,24.99,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.6,26.06,0.06,8.02,420.0,25.97,24.99,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.6,26.06,0.06,8.02,424.0,25.99,25.03,25.0,56.0,1004.5,0.0,0.0,calm
0.0,159.4,26.06,0.06,8.02,400.0,25.97,25.01,25.0,56.0,1004.7,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,423.0,25.93,24.99,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,436.0,25.87,24.97,25.0,56.0,1004.7,0.0,0.0,calm
90.6,159.2,26.06,0.06,8.02,430.0,25.91,25.01,25.0,56.0,1004.6,0.0,0.0,other
0.0,159.1,26.06,0.06,8.02,424.0,25.91,24.99,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.3,26.06,0.13,8.02,431.0,25.91,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.2,26.06,0.06,8.02,421.0,25.85,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.0,26.06,0.06,8.02,424.0,25.97,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.0,0.13,8.03,425.0,25.97,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.13,8.02,435.0,25.97,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,457.0,25.97,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,419.0,25.93,24.99,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.0,26.06,0.06,8.02,425.0,25.87,25.05,25.0,55.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,434.0,25.91,25.01,25.0,55.0,1004.6,0.0,0.0,calm
5.04,159.1,26.06,0.06,8.02,430.0,25.99,24.99,25.0,55.0,1004.5,0.0,0.0,calm
0.0,159.3,26.06,0.06,8.02,430.0,25.93,25.01,25.0,55.0,1004.5,0.0,0.0,calm
0.0,159.1,26.06,0.13,8.02,421.0,25.99,25.03,25.0,55.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,424.0,25.97,25.03,25.0,55.0,1004.5,0.0,0.0,calm
0.0,159.2,26.06,0.06,8.02,420.0,25.97,25.01,25.0,55.0,1004.6,0.0,0.0,calm
0.0,159.1,26.0,0.06,8.03,420.0,25.97,25.01,25.0,55.0,1004.6,0.0,0.0,calm
0.0,159.3,26.06,0.06,8.02,420.0,25.87,25.01,25.0,55.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.13,8.02,435.0,25.97,25.03,25.0,55.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.13,8.02,449.0,25.91,25.01,25.0,55.0,1004.6,0.0,0.0,calm
0.0,159.2,26.06,0.06,8.02,432.0,25.97,25.01,25.0,55.0,1004.6,0.0,0.0,calm
0.0,159.1,26.0,0.06,8.03,439.0,25.87,25.01,25.0,55.0,1004.5,0.0,0.0,calm
0.0,159.1,26.06,0.13,8.02,438.0,25.93,24.99,25.0,55.0,1004.6,0.0,0.0,calm
0.0,159.1,26.0,0.13,8.03,431.0,25.99,25.03,25.0,55.0,1004.6,0.0,0.0,calm
0.0,159.1,26.0,0.06,8.03,436.0,25.97,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,436.0,25.99,25.03,25.0,56.0,1004.5,0.0,0.0,calm
0.0,159.1,26.0,0.06,8.03,432.0,25.97,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.0,26.06,0.06,8.02,436.0,25.97,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.0,26.06,0.06,8.02,430.0,25.99,25.03,25.0,56.0,1004.6,0.0,0.0,calm
90.56,159.2,26.06,0.13,8.02,431.0,25.97,25.03,25.0,56.0,1004.6,0.0,0.0,other
0.0,159.1,26.06,0.06,8.02,425.0,25.97,25.01,25.0,56.0,1004.6,0.0,0.0,calm
90.6,159.1,26.06,0.06,8.02,421.0,25.97,25.07,25.0,56.0,1004.6,0.0,0.0,other
0.0,159.1,26.0,0.06,8.03,435.0,25.99,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.2,26.0,0.13,8.03,415.0,25.93,25.01,25.0,56.0,1004.5,0.0,0.0,calm
0.0,159.3,26.06,0.06,8.02,434.0,25.93,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.1,26.0,0.13,8.03,411.0,25.97,25.01,25.0,56.0,1004.7,0.0,0.0,calm
0.0,159.1,26.06,0.06,8.02,437.0,25.91,25.03,25.0,56.0,1004.7,0.0,0.0,calm
0.0,159.0,26.06,0.06,8.02,423.0,25.81,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.0,26.06,0.0,8.02,430.0,25.87,25.01,25.0,56.0,1004.5,0.0,0.0,calm
0.0,159.3,26.0,0.06,8.03,449.0,25.97,25.01,25.0,56.0,1004.5,0.0,0.0,calm
0.0,159.3,26.0,0.13,8.03,424.0,26.03,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.4,26.06,0.06,8.02,430.0,25.97,25.03,25.0,56.0,1004.5,0.0,0.0,calm
0.0,159.2,26.06,0.13,8.02,425.0,25.91,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.2,26.0,0.13,8.03,430.0,25.99,24.99,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.2,26.0,0.13,8.03,424.0,25.97,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.2,26.0,0.0,8.03,423.0,25.97,25.05,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.2,26.0,0.06,8.03,424.0,25.97,25.01,25.0,56.0,1004.6,0.0,0.0,calm
90.6,159.3,26.0,0.06,8.03,447.0,25.93,25.01,25.0,56.0,1004.5,0.0,0.0,other
0.0,159.3,26.0,0.13,8.03,424.0,25.99,25.05,25.0,56.0,1004.6,0.0,0.0,calm
0.0,160.0,26.0,0.06,8.03,431.0,25.93,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,160.2,26.06,0.06,8.02,430.0,25.93,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,160.0,26.06,0.0,8.02,424.0,25.91,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,160.0,26.0,0.13,8.03,437.0,25.97,25.07,25.0,55.0,1004.5,0.0,0.0,calm
0.0,158.7,26.0,0.0,8.03,428.0,25.99,25.05,25.0,55.0,1004.7,0.0,0.0,calm
0.0,155.6,26.06,0.0,8.02,424.0,25.97,25.05,25.0,55.0,1004.5,0.0,0.0,calm
0.0,158.5,26.0,0.13,8.03,423.0,25.87,24.99,25.0,55.0,1004.6,0.0,0.0,calm
0.0,159.3,26.06,0.0,8.02,430.0,25.93,25.01,25.0,55.0,1004.5,0.0,0.0,calm
0.0,159.5,26.06,0.06,8.02,435.0,25.81,25.03,25.0,55.0,1004.5,0.0,0.0,calm
0.0,159.6,26.06,0.06,8.02,425.0,25.87,25.03,25.0,56.0,1004.5,0.0,0.0,calm
0.0,159.4,26.0,0.13,8.03,430.0,25.79,24.99,25.0,56.0,1004.6,0.0,0.0,calm
10.7,159.0,26.06,0.13,8.02,437.0,25.97,25.05,25.0,56.0,1004.5,0.0,0.0,calm
5.42,159.4,26.0,0.13,8.03,431.0,25.79,25.03,25.0,56.0,1004.6,0.0,0.0,human-tap
7.76,159.6,26.0,0.06,8.03,425.0,25.93,25.03,25.0,56.0,1004.8,0.0,0.0,human-tap
5.01,159.4,26.0,0.13,8.03,433.0,25.97,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.5,26.0,0.13,8.03,417.0,25.85,25.01,25.0,56.0,1004.6,0.0,0.0,calm
5.77,159.6,26.0,0.06,8.03,420.0,25.87,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.7,26.06,0.13,8.02,424.0,25.93,25.01,25.0,56.0,1004.5,0.0,0.0,calm
0.0,159.6,26.0,0.06,8.03,436.0,25.93,25.03,25.0,56.0,1004.5,0.0,0.0,calm
0.0,159.8,26.0,0.06,8.03,428.0,25.93,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.8,26.0,0.13,8.03,425.0,25.93,25.03,25.0,57.0,1004.6,0.0,0.0,calm
5.3,159.8,26.0,0.06,8.03,430.0,25.87,25.03,25.0,57.0,1004.6,0.0,0.0,calm
0.0,160.0,26.0,0.06,8.03,430.0,25.87,25.03,25.0,57.0,1004.6,0.0,0.0,calm
0.0,160.1,26.0,0.06,8.03,409.0,25.91,25.03,25.0,57.0,1004.6,0.0,0.0,calm
0.0,159.8,26.0,0.0,8.03,430.0,25.93,25.05,25.0,57.0,1004.6,0.0,0.0,calm
0.0,159.9,26.0,0.06,8.03,436.0,25.87,25.01,25.0,56.0,1004.6,0.0,0.0,calm
156.64,160.1,26.06,0.13,8.02,421.0,25.87,25.05,25.0,57.0,1004.5,0.0,0.0,other
0.0,160.0,26.0,0.13,8.03,425.0,25.85,24.99,25.0,57.0,1004.5,0.0,0.0,calm
5.31,159.8,26.0,0.06,8.03,436.0,25.79,25.01,25.0,56.0,1004.5,0.0,0.0,calm
0.0,159.9,26.0,0.13,8.03,430.0,25.79,25.01,25.0,56.0,1004.7,0.0,0.0,calm
0.0,160.0,26.0,0.13,8.03,434.0,25.79,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.9,26.06,0.06,8.02,425.0,25.87,25.03,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.9,26.06,0.06,8.02,436.0,25.87,25.01,25.0,56.0,1004.5,0.0,0.0,calm
0.0,159.8,26.0,0.06,8.03,424.0,25.81,24.99,25.0,56.0,1004.6,0.0,0.0,calm
6.63,159.8,26.0,0.06,8.03,428.0,25.87,25.01,25.0,56.0,1004.6,0.0,0.0,calm
90.71,159.8,26.0,0.06,8.03,435.0,25.87,24.99,25.0,56.0,1004.6,0.0,0.0,human-tap
5.65,159.8,26.0,0.13,8.03,424.0,25.87,25.01,25.0,56.0,1004.5,0.0,0.0,human-tap
0.0,159.8,26.0,0.13,8.03,425.0,25.85,25.01,25.0,56.0,1004.6,0.0,0.0,calm
0.0,159.9,26.06,0.13,8.02,425.0,25.81,25.01,25.0,56.0,1004.6,0.0,0.0,calm
5.42,159.8,26.06,0.06,8.02,430.0,25.91,25.01,25.0,56.0,1004.6,0.0,0.0,calm
6.52,159.8,26.0,0.06,8.03,425.0,25.87,25.01,25.0,56.0,1004.6,0.0,0.0,human-tap
5.3,160.0,26.06,0.06,8.02,431.0,25.85,25.03,25.0,56.0,1004.6,0.0,0.0,human-tap
0.0,159.8,26.0,0.0,8.03,439.0,25.91,24.99,25.0,56.0,1004.5,0.0,0.0,calm
5.19,159.9,26.0,0.06,8.03,430.0,25.91,24.99,25.0,56.0,1004.6,0.0,0.0,calm
